seqid	start	end	strand	gene_id	description
Chr6	5672619	5673063	+	Sdiv_ptg000012l_1072-R	Protein of unknown function
Chr6	5673342	5673824	+	Sdiv_ptg000012l_1073-R	Protein of unknown function
Chr6	5674205	5676044	-	Sdiv_ptg000012l_1074-R	Similar to WDL7: Protein WVD2-like 7 (Arabidopsis thaliana)
Chr6	5679693	5681049	-	Sdiv_ptg000012l_1075-R	Protein of unknown function
Chr6	5682075	5683873	+	Sdiv_ptg000012l_1076-R	Similar to RNF168: E3 ubiquitin-protein ligase RNF168 (Bos taurus)
Chr6	5684447	5690560	-	Sdiv_ptg000012l_1077-R	Similar to bst-1: GPI inositol-deacylase (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
Chr6	5692373	5695149	-	Sdiv_ptg000012l_1078-R	Similar to CXE11: Probable carboxylesterase 11 (Arabidopsis thaliana)
Chr6	5696313	5698638	+	Sdiv_ptg000012l_1079-R	Similar to PUX1: Plant UBX domain-containing protein 1 (Arabidopsis thaliana)
Chr6	5699336	5702850	+	Sdiv_ptg000012l_1080-R	Similar to G6PD5: Glucose-6-phosphate 1-dehydrogenase 5%2C cytoplasmic (Arabidopsis thaliana)
Chr6	5703082	5705022	-	Sdiv_ptg000012l_1081-R	Similar to PHB3: Prohibitin-3%2C mitochondrial (Arabidopsis thaliana)
Chr6	5708301	5711196	+	Sdiv_ptg000012l_1082-R	Similar to LHT1: Lysine histidine transporter 1 (Arabidopsis thaliana)
Chr6	5715775	5719613	-	Sdiv_ptg000012l_1083-R	Similar to GTE8: Transcription factor GTE8 (Arabidopsis thaliana)
Chr6	5719647	5720317	-	Sdiv_ptg000012l_1084-R	Protein of unknown function
Chr6	5730457	5732972	+	Sdiv_ptg000012l_1085-R	Similar to CYC1-1: Cytochrome c1 1%2C heme protein%2C mitochondrial (Arabidopsis thaliana)
Chr6	5733291	5735367	-	Sdiv_ptg000012l_1086-R	Similar to CLSC5: Probable methyltransferase At1g29790 (Arabidopsis thaliana)
Chr6	5734974	5736082	-	Sdiv_ptg000012l_1087-R	Protein of unknown function
Chr6	5735545	5738141	+	Sdiv_ptg000012l_1088-R	Similar to At3g27220: Kelch repeat-containing protein At3g27220 (Arabidopsis thaliana)
Chr6	5740598	5742930	+	Sdiv_ptg000012l_1089-R	Similar to Y-2: Uncharacterized protein At3g27210 (Arabidopsis thaliana)
Chr6	5743681	5744272	+	Sdiv_ptg000012l_1090-R	Similar to UCC1: Uclacyanin 1 (Arabidopsis thaliana)
Chr6	5745365	5749440	+	Sdiv_ptg000012l_1091-R	Similar to UKL2: Uridine/cytidine kinase UKL1%2C chloroplastic (Arabidopsis thaliana)
Chr6	5751908	5755159	+	Sdiv_ptg000012l_1092-R	Similar to pc1998: Uncharacterized RNA methyltransferase pc1998 (Protochlamydia amoebophila (strain UWE25))
Chr6	5755239	5758065	-	Sdiv_ptg000012l_1093-R	Similar to CLC-B: Chloride channel protein CLC-b (Arabidopsis thaliana)
Chr6	5762735	5763682	-	Sdiv_ptg000012l_1094-R	Similar to rps21: 30S ribosomal protein S21%2C chloroplastic (Spinacia oleracea)
Chr6	5771248	5775586	+	Sdiv_ptg000012l_1095-R	Similar to FIGL1: ATPase family AAA domain-containing protein FIGL1 (Arabidopsis thaliana)
Chr6	5775425	5784332	-	Sdiv_ptg000012l_1096-R	Similar to PGM48: Plastoglobule-localized metallopeptidase 48%2C chloroplastic (Arabidopsis thaliana)
Chr6	5784605	5785948	+	Sdiv_ptg000012l_1097-R	Similar to ENY2: Transcription and mRNA export factor ENY2 (Arabidopsis thaliana)
Chr6	5786096	5787766	-	Sdiv_ptg000012l_1098-R	Similar to B2 protein (Daucus carota)
Chr6	5789576	5791275	+	Sdiv_ptg000012l_1099-R	Similar to TOM20-3: Mitochondrial import receptor subunit TOM20-3 (Arabidopsis thaliana)
Chr6	5792326	5793321	+	Sdiv_ptg000012l_1100-R	Similar to TSO2: Ribonucleoside-diphosphate reductase small chain C (Arabidopsis thaliana)
Chr6	5793544	5795363	+	Sdiv_ptg000012l_1101-R	Protein of unknown function
Chr6	5796597	5797782	+	Sdiv_ptg000012l_1102-R	Protein of unknown function
Chr6	5799284	5800679	-	Sdiv_ptg000012l_1103-R	Similar to LAZY1: Protein LAZY 1 (Arabidopsis thaliana)
Chr6	5803455	5806770	+	Sdiv_ptg000012l_1104-R	Similar to YSL6: Probable metal-nicotianamine transporter YSL6 (Arabidopsis thaliana)
Chr6	5810257	5810708	+	Sdiv_ptg000012l_1105-R	Similar to TCP20: Transcription factor TCP20 (Arabidopsis thaliana)
Chr6	5811969	5815411	+	Sdiv_ptg000012l_1106-R	Similar to ARP2: Actin-related protein 2 (Arabidopsis thaliana)
Chr6	5816666	5818576	-	Sdiv_ptg000012l_1107-R	Similar to MUB4: Membrane-anchored ubiquitin-fold protein 4 (Arabidopsis thaliana)
Chr6	5818882	5822341	-	Sdiv_ptg000012l_1108-R	Similar to RPRD1B: Regulation of nuclear pre-mRNA domain-containing protein 1B (Homo sapiens)
Chr6	5822545	5825138	+	Sdiv_ptg000012l_1109-R	Protein of unknown function
Chr6	5827031	5829340	+	Sdiv_ptg000012l_1110-R	Similar to CDG1: Serine/threonine-protein kinase CDG1 (Arabidopsis thaliana)
Chr6	5830842	5833945	+	Sdiv_ptg000012l_1111-R	Similar to PAT07: Probable protein S-acyltransferase 7 (Arabidopsis thaliana)
Chr6	5834883	5836254	+	Sdiv_ptg000012l_1112-R	Similar to DRB3: Double-stranded RNA-binding protein 3 (Arabidopsis thaliana)
Chr6	5834984	5835958	-	Sdiv_ptg000012l_1113-R	Protein of unknown function
Chr6	5841350	5847667	+	Sdiv_ptg000012l_1114-R	Similar to SKL1: Probable inactive shikimate kinase like 1%2C chloroplastic (Arabidopsis thaliana)
Chr6	5848144	5852060	+	Sdiv_ptg000012l_1115-R	Similar to fam214a: Protein FAM214A (Danio rerio)
Chr6	5858057	5862303	-	Sdiv_ptg000012l_1116-R	Similar to PES2: Phytyl ester synthase 2%2C chloroplastic (Arabidopsis thaliana)
Chr6	5869073	5870337	+	Sdiv_ptg000012l_1117-R	Protein of unknown function
Chr6	5870504	5873215	-	Sdiv_ptg000012l_1118-R	Similar to AFB2: Protein AUXIN SIGNALING F-BOX 2 (Arabidopsis thaliana)
Chr6	5883474	5885289	+	Sdiv_ptg000012l_1119-R	Similar to FUS3: B3 domain-containing transcription factor FUS3 (Arabidopsis thaliana)
Chr6	5887991	5889975	+	Sdiv_ptg000012l_1120-R	Similar to FUS3: B3 domain-containing transcription factor FUS3 (Arabidopsis thaliana)
Chr6	5892098	5896412	-	Sdiv_ptg000012l_1121-R	Similar to PCMP-H34: Pentatricopeptide repeat-containing protein At3g26782%2C mitochondrial (Arabidopsis thaliana)
Chr6	5896108	5896543	+	Sdiv_ptg000012l_1122-R	Protein of unknown function
Chr6	5896688	5900922	-	Sdiv_ptg000012l_1123-R	Similar to SDR2a: Short-chain dehydrogenase reductase 2a (Arabidopsis thaliana)
Chr6	5902106	5903686	+	Sdiv_ptg000012l_1124-R	Protein of unknown function
Chr6	5905641	5908578	+	Sdiv_ptg000012l_1125-R	Similar to SCRM: Transcription factor ICE1 (Arabidopsis thaliana)
Chr6	5911521	5916514	-	Sdiv_ptg000012l_1126-R	Similar to rnf10: RING finger protein 10 (Xenopus laevis)
Chr6	5918915	5925264	-	Sdiv_ptg000012l_1127-R	Similar to At3g26720: Alpha-mannosidase At3g26720 (Arabidopsis thaliana)
Chr6	5926264	5927481	-	Sdiv_ptg000012l_1128-R	Similar to CCB1: Protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB1%2C chloroplastic (Arabidopsis thaliana)
Chr6	5928638	5930430	-	Sdiv_ptg000012l_1129-R	Similar to NORK: Nodulation receptor kinase (Pisum sativum)
Chr6	5933786	5935690	+	Sdiv_ptg000012l_1130-R	Similar to NUDT13: Nudix hydrolase 13%2C mitochondrial (Arabidopsis thaliana)
Chr6	5935323	5938443	-	Sdiv_ptg000012l_1131-R	Similar to SNM1: DNA cross-link repair protein SNM1 (Arabidopsis thaliana)
Chr6	5938082	5938812	+	Sdiv_ptg000012l_1132-R	Protein of unknown function
Chr6	5939046	5942356	+	Sdiv_ptg000012l_1133-R	Similar to At3g26670: Probable magnesium transporter NIPA8 (Arabidopsis thaliana)
Chr6	5942124	5944156	-	Sdiv_ptg000012l_1134-R	Similar to GAPA1: Glyceraldehyde-3-phosphate dehydrogenase GAPA1%2C chloroplastic (Arabidopsis thaliana)
Chr6	5944395	5946314	-	Sdiv_ptg000012l_1135-R	Similar to LWD2: WD repeat-containing protein LWD2 (Arabidopsis thaliana)
Chr6	5946662	5948020	+	Sdiv_ptg000012l_1136-R	Similar to PCMP-A6: Pentatricopeptide repeat-containing protein At3g26630%2C chloroplastic (Arabidopsis thaliana)
Chr6	5948331	5948813	-	Sdiv_ptg000012l_1137-R	Similar to LBD23: LOB domain-containing protein 23 (Arabidopsis thaliana)
Chr6	5949379	5951101	-	Sdiv_ptg000012l_1138-R	Similar to ERF1-3: Eukaryotic peptide chain release factor subunit 1-3 (Arabidopsis thaliana)
Chr6	5954129	5955611	-	Sdiv_ptg000012l_1139-R	Protein of unknown function
Chr6	5959243	5963447	+	Sdiv_ptg000012l_1140-R	Similar to DTX29: Protein DETOXIFICATION 29 (Arabidopsis thaliana)
Chr6	5965448	5967227	-	Sdiv_ptg000012l_1141-R	Protein of unknown function
Chr6	5967462	5969794	-	Sdiv_ptg000012l_1142-R	Similar to PHT2-1: Inorganic phosphate transporter 2-1%2C chloroplastic (Arabidopsis thaliana)
Chr6	5971978	5976116	+	Sdiv_ptg000012l_1143-R	Similar to At3g26560: Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH5 (Arabidopsis thaliana)
Chr6	5976696	5978777	+	Sdiv_ptg000012l_1144-R	Similar to PCMP-A5: Pentatricopeptide repeat-containing protein At3g26540 (Arabidopsis thaliana)
Chr6	5984344	5985420	+	Sdiv_ptg000012l_1145-R	Similar to TIP1-2: Aquaporin TIP1-2 (Arabidopsis thaliana)
Chr6	5993827	5996089	+	Sdiv_ptg000012l_1146-R	Protein of unknown function
Chr6	5996867	5998601	+	Sdiv_ptg000012l_1147-R	Similar to PIRL2: Plant intracellular Ras-group-related LRR protein 2 (Arabidopsis thaliana)
Chr6	5998920	6000942	-	Sdiv_ptg000012l_1148-R	Similar to At3g26490: BTB/POZ domain-containing protein At3g26490 (Arabidopsis thaliana)
Chr6	6007282	6009791	-	Sdiv_ptg000012l_1149-R	Protein of unknown function
Chr6	6012448	6014714	-	Sdiv_ptg000012l_1150-R	Similar to RZ1A: Glycine-rich RNA-binding protein RZ1A (Arabidopsis thaliana)
Chr6	6014893	6017241	+	Sdiv_ptg000012l_1151-R	Similar to TRMT11: tRNA (guanine(10)-N2)-methyltransferase homolog (Bos taurus)
Chr6	6016916	6019712	-	Sdiv_ptg000012l_1152-R	Similar to EIF4B1: Eukaryotic translation initiation factor 4B1 (Arabidopsis thaliana)
Chr6	6020521	6027463	-	Sdiv_ptg000012l_1153-R	Similar to PAGR: Protein PECTIC ARABINOGALACTAN SYNTHESIS-RELATED (Arabidopsis thaliana)
Chr6	6027633	6028616	+	Sdiv_ptg000012l_1154-R	Protein of unknown function
Chr6	6031149	6031653	+	Sdiv_ptg000012l_1155-R	Similar to PBE2: Proteasome subunit beta type-5-B (Arabidopsis thaliana)
Chr6	6032065	6032628	+	Sdiv_ptg000012l_1156-R	Similar to PBE1: Proteasome subunit beta type-5-A (Arabidopsis thaliana)
Chr6	6034706	6036334	+	Sdiv_ptg000012l_1157-R	Similar to CYP71B34: Cytochrome P450 71B34 (Arabidopsis thaliana)
Chr6	6040282	6042278	+	Sdiv_ptg000012l_1158-R	Similar to CYP71B34: Cytochrome P450 71B34 (Arabidopsis thaliana)
Chr6	6042476	6044172	+	Sdiv_ptg000012l_1159-R	Similar to CYP71B4: Cytochrome P450 71B4 (Arabidopsis thaliana)
Chr6	6045303	6046985	+	Sdiv_ptg000012l_1160-R	Similar to CYP71B4: Cytochrome P450 71B4 (Arabidopsis thaliana)
Chr6	6058153	6059590	-	Sdiv_ptg000012l_1161-R	Similar to CYP71B22: Cytochrome P450 71B22 (Arabidopsis thaliana)
Chr6	6071730	6074008	+	Sdiv_ptg000012l_1162-R	Similar to CYP71B19: Cytochrome P450 71B19 (Arabidopsis thaliana)
Chr6	6074062	6075893	+	Sdiv_ptg000012l_1163-R	Similar to CYP71B19: Cytochrome P450 71B19 (Arabidopsis thaliana)
Chr6	6077054	6079437	+	Sdiv_ptg000012l_1164-R	Similar to Glycosyl hydrolase 5 family protein (Chamaecyparis obtusa)
Chr6	6085398	6088248	-	Sdiv_ptg000012l_1165-R	Similar to TE1: Protein terminal ear1 (Zea mays)
Chr6	6090143	6092248	-	Sdiv_ptg000012l_1166-R	Similar to At3g26115: D-cysteine desulfhydrase 2%2C mitochondrial (Arabidopsis thaliana)
Chr6	6093808	6096609	-	Sdiv_ptg000012l_1167-R	Similar to UVR8: Ultraviolet-B receptor UVR8 (Arabidopsis thaliana)
Chr6	6100309	6103477	-	Sdiv_ptg000012l_1168-R	Similar to RGS1: Regulator of G-protein signaling 1 (Arabidopsis thaliana)
Chr6	6103601	6105616	-	Sdiv_ptg000012l_1169-R	Protein of unknown function
Chr6	6105638	6110670	-	Sdiv_ptg000012l_1170-R	Similar to PAP4: Probable plastid-lipid-associated protein 4%2C chloroplastic (Arabidopsis thaliana)
Chr6	6111413	6115398	-	Sdiv_ptg000012l_1171-R	Similar to B'DELTA: Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B' delta isoform (Arabidopsis thaliana)
Chr6	6115706	6118168	-	Sdiv_ptg000012l_1172-R	Similar to B'ETA: Serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' eta isoform (Arabidopsis thaliana)
Chr6	6121673	6124850	+	Sdiv_ptg000012l_1173-R	Similar to SKIP14: F-box protein SKIP14 (Arabidopsis thaliana)
Chr6	6125027	6127155	+	Sdiv_ptg000012l_1174-R	Similar to GT-4: Trihelix transcription factor GT-4 (Arabidopsis thaliana)
Chr6	6127722	6128891	-	Sdiv_ptg000012l_1175-R	Similar to MAD2: Mitotic spindle checkpoint protein MAD2 (Arabidopsis thaliana)
Chr6	6131196	6135117	+	Sdiv_ptg000012l_1176-R	Similar to RPL15: 50S ribosomal protein L15%2C chloroplastic (Arabidopsis thaliana)
Chr6	6134373	6136105	-	Sdiv_ptg000012l_1177-R	Protein of unknown function
Chr6	6145157	6147701	-	Sdiv_ptg000012l_1178-R	Similar to HMT1: Homocysteine S-methyltransferase 1 (Brassica oleracea var. italica)
Chr6	6151394	6153073	-	Sdiv_ptg000012l_1179-R	Similar to ERF119: Ethylene-responsive transcription factor ERF119 (Arabidopsis thaliana)
Chr6	6157676	6158041	+	Sdiv_ptg000012l_1180-R	Similar to NIMIN-2: Protein NIM1-INTERACTING 2 (Arabidopsis thaliana)
Chr6	6168826	6169347	+	Sdiv_ptg000012l_1181-R	Protein of unknown function
Chr6	6170268	6172569	-	Sdiv_ptg000012l_1182-R	Similar to LTA2: Dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex%2C chloroplastic (Arabidopsis thaliana)
Chr6	6175314	6180020	+	Sdiv_ptg000012l_1183-R	Similar to Prpf4b: Serine/threonine-protein kinase PRP4 homolog (Rattus norvegicus)
Chr6	6180169	6181558	+	Sdiv_ptg000012l_1184-R	Protein of unknown function
Chr6	6184817	6186379	-	Sdiv_ptg000012l_1185-R	Similar to TPS23: 1%2C8-cineole synthase 2%2C chloroplastic (Arabidopsis thaliana)
Chr6	6187103	6187601	-	Sdiv_ptg000012l_1186-R	Similar to TPS23: 1%2C8-cineole synthase 2%2C chloroplastic (Arabidopsis thaliana)
Chr6	6189045	6194783	+	Sdiv_ptg000012l_1187-R	Similar to PP2AA2: Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform (Arabidopsis thaliana)
Chr6	6204784	6206906	-	Sdiv_ptg000012l_1188-R	Similar to HHO1: Transcription factor HHO1 (Arabidopsis thaliana)
Chr6	6211283	6212277	-	Sdiv_ptg000012l_1189-R	Similar to AOC2: Allene oxide cyclase 2%2C chloroplastic (Arabidopsis thaliana)
Chr6	6213935	6216122	-	Sdiv_ptg000012l_1190-R	Similar to MAP1C: Methionine aminopeptidase 1C%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
Chr6	6233369	6234998	-	Sdiv_ptg000012l_1191-R	Similar to BHLH32: Transcription factor AIG1 (Arabidopsis thaliana)
Chr6	6246003	6250295	-	Sdiv_ptg000012l_1192-R	Similar to CHUP1: Protein CHUP1%2C chloroplastic (Arabidopsis thaliana)
Chr6	6251952	6254671	-	Sdiv_ptg000012l_1193-R	Protein of unknown function
Chr6	6256021	6257856	+	Sdiv_ptg000012l_1194-R	Similar to PII-2: Piriformospora indica-insensitive protein 2 (Arabidopsis thaliana)
Chr6	6261440	6264358	+	Sdiv_ptg000012l_1195-R	Similar to GATA: Glutamyl-tRNA(Gln) amidotransferase subunit A%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
Chr6	6284619	6287274	+	Sdiv_ptg000012l_1196-R	Similar to ABCG21: ABC transporter G family member 21 (Arabidopsis thaliana)
Chr6	6291014	6295991	+	Sdiv_ptg000012l_1197-R	Similar to ALA10: Phospholipid-transporting ATPase 10 (Arabidopsis thaliana)
Chr6	6297274	6297852	-	Sdiv_ptg000012l_1198-R	Similar to CML16: Probable calcium-binding protein CML16 (Arabidopsis thaliana)
Chr6	6309477	6312494	-	Sdiv_ptg000012l_1199-R	Similar to AAPT2: Choline/ethanolaminephosphotransferase 2 (Arabidopsis thaliana)
Chr6	6316375	6316776	+	Sdiv_ptg000012l_1200-R	Similar to CYS5: Cysteine proteinase inhibitor 5 (Arabidopsis thaliana)
Chr6	6324895	6328050	+	Sdiv_ptg000012l_1201-R	Similar to NIK2: Protein NSP-INTERACTING KINASE 2 (Arabidopsis thaliana)
Chr6	6328679	6329386	-	Sdiv_ptg000012l_1202-R	Protein of unknown function
Chr6	6330556	6332902	-	Sdiv_ptg000012l_1203-R	Similar to LOH1: Ceramide synthase LOH1 (Arabidopsis thaliana)
Chr6	6359859	6364436	-	Sdiv_ptg000012l_1204-R	Similar to HSP90-5: Heat shock protein 90-5%2C chloroplastic (Arabidopsis thaliana)
Chr6	6367525	6368949	+	Sdiv_ptg000012l_1205-R	Similar to GLV7: Protein GOLVEN 7 (Arabidopsis thaliana)
Chr6	6373880	6375986	-	Sdiv_ptg000012l_1206-R	Similar to At2g03980: GDSL esterase/lipase At2g03980 (Arabidopsis thaliana)
Chr6	6383620	6384534	-	Sdiv_ptg000012l_1207-R	Protein of unknown function
Chr6	6389498	6391390	-	Sdiv_ptg000012l_1208-R	Similar to PCMP-H44: Pentatricopeptide repeat-containing protein At2g03880%2C mitochondrial (Arabidopsis thaliana)
Chr6	6391652	6393589	-	Sdiv_ptg000012l_1209-R	Similar to LSM7: Sm-like protein LSM7 (Arabidopsis thaliana)
Chr6	6396907	6398215	-	Sdiv_ptg000012l_1210-R	Similar to GLV6: Protein GOLVEN 6 (Arabidopsis thaliana)
Chr6	6400311	6403643	-	Sdiv_ptg000012l_1211-R	Protein of unknown function
Chr6	6407740	6410187	-	Sdiv_ptg000012l_1212-R	Similar to GEK1: D-aminoacyl-tRNA deacylase (Arabidopsis thaliana)
Chr6	6410427	6412438	+	Sdiv_ptg000012l_1213-R	Similar to TSNAX: Translin-associated protein X (Macaca fascicularis)
Chr6	6416357	6417790	-	Sdiv_ptg000012l_1214-R	Similar to SOT11: Cytosolic sulfotransferase 11 (Arabidopsis thaliana)
Chr6	6417639	6420852	+	Sdiv_ptg000012l_1215-R	Similar to SOT11: Cytosolic sulfotransferase 11 (Arabidopsis thaliana)
Chr6	6423303	6424487	+	Sdiv_ptg000012l_1216-R	Similar to COR15B: Protein COLD-REGULATED 15B%2C chloroplastic (Arabidopsis thaliana)
Chr6	6426457	6427501	+	Sdiv_ptg000012l_1217-R	Similar to COR15B: Protein COLD-REGULATED 15B%2C chloroplastic (Arabidopsis thaliana)
Chr6	6429922	6432410	+	Sdiv_ptg000012l_1218-R	Similar to ACR5: ACT domain-containing protein ACR5 (Arabidopsis thaliana)
Chr6	6439840	6441955	-	Sdiv_ptg000012l_1219-R	Similar to AGL3: Agamous-like MADS-box protein AGL3 (Arabidopsis thaliana)
Chr6	6446970	6448306	+	Sdiv_ptg000012l_1220-R	Similar to At2g03690: Ubiquinone biosynthesis protein COQ4 homolog%2C mitochondrial (Arabidopsis thaliana)
Chr6	6448150	6449508	-	Sdiv_ptg000012l_1221-R	Similar to SPR1: Protein SPIRAL1 (Arabidopsis thaliana)
Chr6	6449857	6456655	-	Sdiv_ptg000012l_1222-R	Similar to CDC48B: Cell division control protein 48 homolog B (Arabidopsis thaliana)
Chr6	6466342	6467859	-	Sdiv_ptg000012l_1223-R	Protein of unknown function
Chr6	6468555	6470527	+	Sdiv_ptg000012l_1224-R	Similar to MRS2-5: Magnesium transporter MRS2-5 (Arabidopsis thaliana)
Chr6	6474343	6476515	-	Sdiv_ptg000012l_1225-R	Similar to UPS1: Ureide permease 1 (Arabidopsis thaliana)
Chr6	6481771	6484199	-	Sdiv_ptg000012l_1226-R	Similar to UPS4: Ureide permease 4 (Arabidopsis thaliana)
Chr6	6484473	6486972	-	Sdiv_ptg000012l_1227-R	Similar to ERLIN2: Erlin-2 (Bos taurus)
Chr6	6489403	6490815	-	Sdiv_ptg000012l_1228-R	Similar to PDCB3: PLASMODESMATA CALLOSE-BINDING PROTEIN 3 (Arabidopsis thaliana)
Chr6	6493291	6496118	-	Sdiv_ptg000012l_1229-R	Similar to EFM: Myb family transcription factor EFM (Arabidopsis thaliana)
Chr6	6501965	6505712	-	Sdiv_ptg000012l_1230-R	Similar to At2g03480: Probable methyltransferase PMT5 (Arabidopsis thaliana)
Chr6	6508017	6510418	+	Sdiv_ptg000012l_1231-R	Similar to ARID2: AT-rich interactive domain-containing protein 2 (Arabidopsis thaliana)
Chr6	6511660	6513298	-	Sdiv_ptg000012l_1232-R	Similar to PAP9: Probable inactive purple acid phosphatase 9 (Arabidopsis thaliana)
Chr6	6514446	6514955	+	Sdiv_ptg000012l_1233-R	Similar to NRP1: Nodulin-related protein 1 (Arabidopsis thaliana)
Chr6	6515363	6517132	+	Sdiv_ptg000012l_1234-R	Similar to psmD10: 26S proteasome non-ATPase regulatory subunit 10 (Dictyostelium discoideum)
Chr6	6517327	6519310	+	Sdiv_ptg000012l_1235-R	Protein of unknown function
Chr6	6520125	6524007	+	Sdiv_ptg000012l_1236-R	Similar to CLPF: Clp protease adapter protein ClpF%2C chloroplastic (Arabidopsis thaliana)
Chr6	6528631	6530322	+	Sdiv_ptg000012l_1237-R	Similar to At5g01610: Uncharacterized protein At5g01610 (Arabidopsis thaliana)
Chr6	6534938	6538271	+	Sdiv_ptg000012l_1238-R	Similar to WRKY3: Probable WRKY transcription factor 3 (Arabidopsis thaliana)
Chr6	6537885	6538946	-	Sdiv_ptg000012l_1239-R	Protein of unknown function
Chr6	6539616	6540274	+	Sdiv_ptg000012l_1240-R	Protein of unknown function
Chr6	6547700	6548349	+	Sdiv_ptg000012l_1241-R	Similar to RBA1: Disease resistance protein RBA1 (Arabidopsis thaliana)
Chr6	6557332	6559659	+	Sdiv_ptg000012l_1242-R	Similar to RRT3: Rhamnogalacturonan I rhamnosyltransferase 4 (Arabidopsis thaliana)
Chr6	6561685	6563843	-	Sdiv_ptg000012l_1243-R	Similar to IGHMBP2: DNA-binding protein SMUBP-2 (Homo sapiens)
Chr6	6565537	6569144	+	Sdiv_ptg000012l_1244-R	Similar to PHO1-H2: Phosphate transporter PHO1 homolog 2 (Arabidopsis thaliana)
Chr6	6574394	6577927	+	Sdiv_ptg000012l_1245-R	Similar to PHO1-H6: Phosphate transporter PHO1 homolog 6 (Arabidopsis thaliana)
Chr6	6586850	6587964	+	Sdiv_ptg000012l_1246-R	Similar to PHO1-H5: Phosphate transporter PHO1 homolog 5 (Arabidopsis thaliana)
Chr6	6588475	6595746	+	Sdiv_ptg000012l_1247-R	Similar to PHO1-H5: Phosphate transporter PHO1 homolog 5 (Arabidopsis thaliana)
Chr6	6596884	6601135	+	Sdiv_ptg000012l_1248-R	Similar to FUT1: Galactoside 2-alpha-L-fucosyltransferase (Arabidopsis thaliana)
Chr6	6607086	6618564	-	Sdiv_ptg000012l_1249-R	Similar to RSA1: Protein SHORT ROOT IN SALT MEDIUM 1 (Arabidopsis thaliana)
Chr6	6619331	6621788	-	Sdiv_ptg000012l_1250-R	Similar to At4g18375: KH domain-containing protein At4g18375 (Arabidopsis thaliana)
Chr6	6628696	6630106	+	Sdiv_ptg000012l_1251-R	Similar to EXPA15: Expansin-A15 (Arabidopsis thaliana)
Chr6	6632249	6635231	-	Sdiv_ptg000012l_1252-R	Similar to MED8: Mediator of RNA polymerase II transcription subunit 8 (Arabidopsis thaliana)
Chr6	6636195	6639228	-	Sdiv_ptg000012l_1253-R	Similar to AGL30: Agamous-like MADS-box protein AGL30 (Arabidopsis thaliana)
Chr6	6639405	6640262	+	Sdiv_ptg000012l_1254-R	Similar to MTERF1: Transcription termination factor MTEF1%2C chloroplastic (Arabidopsis thaliana)
Chr6	6642784	6644107	-	Sdiv_ptg000012l_1255-R	Similar to RNS1: Ribonuclease 1 (Arabidopsis thaliana)
